row_idx,xgb_prob
0,0.02090712357312441
1,0.05361317563802004
2,0.015858690487220883
3,0.022780160419642925
4,0.04491403233259916
5,0.08941161073744297
6,0.01582481269724667
7,0.022528930567204952
8,0.024999094661325216
9,0.03227103780955076
10,0.03461645124480128
11,0.024206807371228933
12,0.027149354107677937
13,0.0340350572951138
14,0.05903170630335808
15,0.038627204950898886
16,0.039954543113708496
17,0.03225524490699172
18,0.017975269118323922
19,0.032661253586411476
20,0.04088165191933513
21,0.045479913242161274
22,0.02130896458402276
23,0.020790645852684975
24,0.02528840582817793
25,0.09981321170926094
26,0.016915860353037715
27,0.013712624087929726
28,0.0504470756277442
29,0.05223002564162016
30,0.08547530137002468
31,0.019563439302146435
32,0.0256441468372941
33,0.025019558146595955
34,0.036971963476389647
35,0.030309520661830902
36,0.016584037337452173
37,0.012798687210306525
38,0.04863567603752017
39,0.02622015168890357
40,0.029449399560689926
41,0.03502741362899542
42,0.02988406829535961
43,0.02561339084059
44,0.013397347647696733
45,0.012418544618412852
46,0.029978161212056875
47,0.017683403799310327
48,0.04459838196635246
49,0.06899532955139875
50,0.021695758448913693
51,0.03127563185989857
52,0.04457955248653889
53,0.05459319707006216
54,0.019521127454936504
55,0.044877405278384686
56,0.04922497924417257
57,0.020269438857212663
58,0.03608140116557479
59,0.021424245089292526
60,0.08596940524876118
61,0.01747968071140349
62,0.04463521484285593
63,0.012205482460558414
64,0.028749280143529177
65,0.04655112698674202
66,0.03984466893598437
67,0.030745723750442266
68,0.027738180477172136
69,0.08126468677073717
70,0.015547538874670863
71,0.014447917928919196
72,0.18446091376245022
73,0.047456695698201656
74,0.03301019500941038
75,0.04063107119873166
76,0.040021046064794064
77,0.016540945507586002
78,0.0477737495675683
79,0.019731955137103796
80,0.02527291141450405
81,0.018149856012314558
82,0.050092194229364395
83,0.020338519010692835
84,0.014380712062120438
85,0.031453169882297516
86,0.07478994131088257
87,0.02884587924927473
88,0.016751696355640888
89,0.039190682116895914
90,0.024057630449533463
91,0.10139363817870617
92,0.036075704731047153
93,0.03063481766730547
94,0.048471137415617704
95,0.030199489556252956
96,0.02952481247484684
97,0.013535489328205585
98,0.022912275046110153
99,0.01971767540089786
100,0.053131395019590855
101,0.02857170021161437
102,0.03384414175525308
103,0.028789071831852198
104,0.017026657471433282
105,0.03727398067712784
106,0.06690509710460901
107,0.04876758623868227
108,0.013209617347456515
109,0.01644174219109118
110,0.04515065252780914
111,0.02790510607883334
112,0.02523390529677272
113,0.013936684234067798
114,0.013686120510101318
115,0.08481779042631388
116,0.0362004186026752
117,0.0881417877972126
118,0.04223473463207483
119,0.027999588288366795
120,0.0457810265943408
121,0.05553076229989529
122,0.022020231001079082
123,0.02188614336773753
124,0.03543679788708687
125,0.03900101175531745
126,0.03031777497380972
127,0.03650734480470419
128,0.025567937176674604
129,0.02200635802000761
130,0.059725950472056866
131,0.05884574539959431
132,0.0390008850954473
133,0.016911079175770283
134,0.0249333786778152
135,0.023222533985972404
136,0.033998660277575254
137,0.05346548464149237
138,0.03328477265313268
139,0.02297332976013422
140,0.016101865796372294
141,0.010234259185381234
142,0.07617760077118874
143,0.01937960018403828
144,0.015180410584434867
145,0.021766679361462593
146,0.053409905172884464
147,0.02430854272097349
148,0.02103094314225018
149,0.035578691866248846
150,0.03169559454545379
151,0.03296234272420406
152,0.025506474543362856
153,0.02282324619591236
154,0.043892390094697475
155,0.028708324767649174
156,0.09321958757936954
157,0.026259284000843763
158,0.03822198836132884
159,0.024541165679693222
160,0.017160924384370446
161,0.015359349548816681
162,0.03783387457951903
163,0.0439053438603878
164,0.05700682569295168
165,0.028533621225506067
166,0.0318850870244205
167,0.019635825417935848
168,0.026172573678195477
169,0.051703969947993755
170,0.04354463564231992
171,0.017368145287036896
172,0.10226372070610523
173,0.0642433287575841
174,0.054789300076663494
175,0.10191511362791061
176,0.03712794743478298
177,0.043382417410612106
178,0.04964185040444136
179,0.014364810194820166
180,0.057957855984568596
181,0.0491477157920599
182,0.04292784444987774
183,0.047217569313943386
184,0.03853544965386391
185,0.012418619589880109
186,0.023715557996183634
187,0.03317480767145753
188,0.01977742207236588
189,0.042359817773103714
190,0.03348412038758397
191,0.03585934638977051
192,0.026376213878393173
193,0.03101871581748128
194,0.05864195432513952
195,0.03723828913643956
196,0.04043990978971124
197,0.08942314703017473
198,0.016036784509196877
199,0.0874122716486454
200,0.020721241366118193
201,0.019870217191055417
202,0.01352968835271895
203,0.017924402374774218
204,0.02894375706091523
205,0.033691694494336843
206,0.0380685250274837
207,0.01981210778467357
208,0.026122224051505327
209,0.01723916013725102
210,0.03098669135943055
211,0.027076082304120064
212,0.022793429205194116
213,0.05172630958259106
214,0.028304256033152342
215,0.04111173003911972
216,0.032724604941904545
217,0.14086263440549374
218,0.0371493618004024
219,0.021985912695527077
220,0.01155949872918427
221,0.030974499881267548
222,0.024700988549739122
223,0.03968697413802147
224,0.0212035255972296
225,0.030538456048816442
226,0.014829063322395086
227,0.033714528661221266
228,0.03618344338610768
229,0.03480922384187579
230,0.046661168336868286
231,0.03781876713037491
232,0.04926028102636337
233,0.051359024830162525
234,0.017189759528264403
235,0.07744385488331318
236,0.016865457640960813
237,0.06775385420769453
238,0.031321394722908735
239,0.020803148858249187
240,0.06085907109081745
241,0.0963218230754137
242,0.022690235171467066
243,0.04074055654928088
244,0.030415458139032125
245,0.07048435974866152
246,0.056672340258955956
247,0.038604109548032284
248,0.044429668225347996
249,0.029918260406702757
250,0.05379425920546055
251,0.04040962876752019
252,0.023839210160076618
253,0.02555474964901805
254,0.05384705401957035
255,0.02308550151064992
256,0.07362937554717064
